EDGM         ,  49,24.000,   9, 7.500,01/01/2002,13:59:00,Mosbach-Lohrbach                         ,  330,0
EDEM         ,  51, 3.800,   9,25.400,01/01/2002,13:59:00,Mosenberg                                ,  395,0
EDMY         ,  48,16.700,  12,30.300,01/01/2002,13:59:00,Mühldorf                                 ,  404,0
EDEQ         ,  51,12.900,  10,32.600,01/01/2002,13:59:00,Mühlhausen                               ,  248,0
EDDM         ,  48,21.200,  11,47.200,01/01/2002,13:59:00,München                                  ,  453,0
EDDG         ,  52, 8.100,   7,41.100,01/01/2002,13:59:00,Münster/Osnabrück                        ,   48,0
EDLT         ,  51,56.700,   7,46.400,01/01/2002,13:59:00,Münster-Telgte                           ,   54,0
EDTN         ,  48,36.800,   9,28.600,01/01/2002,13:59:00,Nabern/Teck                              ,  370,0
EDRN         ,  49,58.200,   7,28.800,01/01/2002,13:59:00,Nannhausen                               ,  373,0
EDAT         ,  51,27.000,  14,12.000,01/01/2002,13:59:00,Nardt                                    ,  117,0
EDCN         ,  52,37.600,  12,54.900,01/01/2002,13:59:00,Nauen                                    ,   34,0
ETNU         ,  53,36.100,  13,18.400,01/01/2002,13:59:00,Neubrandenburg                           ,   69,0
EDNJ         ,  48,46.900,  11,13.300,01/01/2002,13:59:00,Neuburg-Egweil                           ,  410,0
EDAP         ,  51,41.100,  14,25.400,01/01/2002,13:59:00,Neuhausen                                ,   85,0
EDSN         ,  47,58.400,   8,54.200,01/01/2002,13:59:00,Neuhausen ob Eck                         ,  802,0
EDRD         ,  49,50.600,   6,55.000,01/01/2002,13:59:00,Neumagen-Dhron                           ,  268,0
EDPO         ,  49,17.100,  11,26.700,01/01/2002,13:59:00,Neumarkt/Opf.                            ,  425,0
EDHN         ,  54, 4.700,   9,56.400,01/01/2002,13:59:00,Neumünster                               ,   22,0
EDQN         ,  49,35.300,  10,34.700,01/01/2002,13:59:00,Neustadt/Aisch                           ,  365,0
EDAN         ,  53,21.700,  11,36.900,01/01/2002,13:59:00,Neustadt-Glewe                           ,   35,0
ETHN         ,  49,23.600,   9,57.600,01/01/2002,13:59:00,Niederstetten                            ,  468,0
EDXI         ,  52,42.600,   9, 9.800,01/01/2002,13:59:00,Nienburg-Holzbalge                       ,   25,0
EDNM         ,  49,13.400,  12,17.800,01/01/2002,13:59:00,Nittenau-Bruck                           ,  354,0
